topology,nb_roots,nb_proc,size,rank,communication_time,computation_time
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8648,0.47757629,0.2887598
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,92,0.48345513,0.28629077
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,185,0.48405144,0.287007
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,278,0.48366435,0.28858409
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,371,0.48517077,0.28804822
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,464,0.48998422,0.28438067
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,557,0.48771832,0.28718361
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8556,0.48806945,0.28759207
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8557,0.48781236,0.28852801
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,650,0.48952879,0.28713021
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8558,0.49051004,0.2866044
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,743,0.49120659,0.28679356
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8559,0.49060201,0.28774501
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,0,0.49376949,0.28620219
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8561,0.49180624,0.28754737
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8560,0.49257915,0.28683517
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1,0.49205129,0.28828312
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,929,0.49332135,0.28617486
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,836,0.49276643,0.2867274
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1115,0.4932691,0.28650795
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,93,0.49242672,0.28803242
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8562,0.49262425,0.28756968
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2,0.4943057,0.28693529
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1022,0.49215221,0.28850279
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,94,0.49475783,0.28667039
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,186,0.49412002,0.28749077
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3,0.49469924,0.28733363
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1208,0.4931001,0.28821441
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8563,0.49536396,0.28594898
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,95,0.49394666,0.28819719
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1301,0.49665252,0.28502822
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,279,0.49557351,0.28691495
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,187,0.49557713,0.28697048
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5,0.49474576,0.28822622
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,4,0.49410937,0.28882584
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8564,0.49527822,0.28682918
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,96,0.49456583,0.28835907
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1487,0.49474341,0.28769257
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,280,0.4953146,0.28792279
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,188,0.49837081,0.28497609
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1394,0.49695388,0.28588014
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,465,0.49533792,0.28843443
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,372,0.49596559,0.28783009
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,98,0.49546092,0.28838907
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,97,0.49571456,0.28813435
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6,0.4958082,0.28840208
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,189,0.49722673,0.28685864
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,281,0.49615036,0.28801467
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1673,0.4977603,0.28599867
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1580,0.49504096,0.28871776
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,373,0.49929986,0.28534422
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,466,0.49620383,0.28843887
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8565,0.49462165,0.28938787
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5951,0.49721637,0.28700752
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,558,0.49484207,0.29009257
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,190,0.49891927,0.2861321
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,191,0.4992446,0.28583794
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,282,0.49656763,0.28848384
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,99,0.49846225,0.28665127
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7,0.49688132,0.28854864
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,374,0.49853834,0.28695817
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,467,0.49828044,0.28725903
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,559,0.49790964,0.2878626
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,283,0.49974439,0.28614729
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8566,0.49824162,0.28708221
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8,0.5000172,0.28618972
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,651,0.50015389,0.28538701
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,100,0.49975091,0.2865868
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,468,0.49923087,0.28712028
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,375,0.50000013,0.28644241
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,284,0.49938923,0.28698276
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,192,0.50084973,0.28558736
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6323,0.49883699,0.28701104
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6137,0.49642785,0.2894505
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6044,0.4982812,0.28756857
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,560,0.50015402,0.28651116
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,652,0.49800873,0.28829224
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,101,0.49940607,0.28773243
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1766,0.49929709,0.28692342
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,376,0.50084542,0.28634556
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,469,0.4988176,0.28840071
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,193,0.50115705,0.28637865
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,561,0.50001846,0.28752328
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6230,0.50014839,0.28681486
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,285,0.50203069,0.28565894
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,377,0.50081566,0.2868079
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,470,0.50052373,0.28716129
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8567,0.49943573,0.28766974
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,653,0.50129954,0.28582791
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,837,0.50031245,0.28685347
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1023,0.50114449,0.28605964
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,744,0.50089036,0.28627704
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6695,0.49868692,0.2886407
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6509,0.49982563,0.28770629
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6416,0.50053278,0.28696902
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1859,0.50116379,0.28640779
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,9,0.50078285,0.28768722
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,194,0.50174989,0.28653592
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,562,0.50093788,0.28739471
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,745,0.50072263,0.28712176
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,838,0.50014278,0.28773977
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,654,0.50014908,0.28777528
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1024,0.50142427,0.28658933
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,286,0.50184585,0.28706528
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,563,0.50193418,0.28698407
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,930,0.50050551,0.28785998
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,378,0.50276737,0.28625016
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,471,0.50149684,0.28753285
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1116,0.50022038,0.28812243
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2975,0.50014975,0.28831834
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6602,0.50127436,0.28735274
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6881,0.5016753,0.28698125
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6788,0.50117662,0.28752016
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,102,0.50384637,0.28552033
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,746,0.50179546,0.28699172
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1025,0.50104279,0.28776621
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,839,0.5009395,0.28788897
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1952,0.50141635,0.28746914
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,655,0.50200406,0.28693195
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,931,0.50210416,0.28692674
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,656,0.50260445,0.28647534
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1117,0.50174153,0.28734173
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,287,0.50213444,0.28771627
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7067,0.50374515,0.28572566
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,840,0.50246828,0.28699149
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,564,0.50350442,0.28667272
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,747,0.50248089,0.28698284
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,472,0.5037401,0.28648028
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,10,0.50215269,0.28831628
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,379,0.50465895,0.28561893
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7439,0.50216833,0.28743854
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1026,0.50104052,0.28862139
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3068,0.50237911,0.28729324
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,195,0.50414638,0.2864101
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1118,0.5031674,0.28675824
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,932,0.50212009,0.28780896
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3161,0.50292269,0.28713645
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6974,0.50403722,0.28619373
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1209,0.50508405,0.28518662
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,748,0.50504186,0.28536023
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,841,0.5035081,0.28689121
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,380,0.50326839,0.28792353
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,473,0.50502541,0.28612353
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1027,0.50345228,0.2871642
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,103,0.502407,0.28889455
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2045,0.50250322,0.28814224
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,933,0.50258988,0.28809293
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,565,0.5049359,0.2864952
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7160,0.50412602,0.28667428
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,749,0.50323403,0.28752409
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1028,0.50355436,0.28718727
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7253,0.50385195,0.28708
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,842,0.50402928,0.28684368
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,657,0.50386765,0.28700654
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8568,0.50430374,0.28661388
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1210,0.50578572,0.28530031
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7532,0.50493231,0.28629561
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1119,0.50498833,0.28633182
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3254,0.50415469,0.28715135
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7625,0.50396023,0.28739769
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1302,0.50420828,0.28742271
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,934,0.50254424,0.28909622
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,566,0.5060058,0.28633005
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,658,0.50404503,0.28765043
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7811,0.50752971,0.28422342
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,196,0.5063866,0.28603481
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,11,0.50646005,0.28625838
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,935,0.50372279,0.28824289
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,288,0.50571183,0.28693846
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1120,0.50471344,0.28736865
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1121,0.50399133,0.28809279
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1211,0.5067476,0.28536747
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7346,0.50547438,0.28660898
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8569,0.50436565,0.28802271
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2138,0.50467237,0.28767389
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7718,0.50640835,0.28609767
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1029,0.50563492,0.28687314
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1303,0.50733652,0.28522018
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,843,0.50579771,0.28674301
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,750,0.50513337,0.28740803
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8183,0.50627794,0.28633864
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3347,0.50528233,0.28731777
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,104,0.50750054,0.28606498
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7997,0.50681368,0.2862847
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7904,0.5062827,0.28680512
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,659,0.50652523,0.28671746
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1395,0.50722523,0.2860419
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,381,0.50622429,0.28769527
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,474,0.50532063,0.28869745
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,289,0.50737149,0.28673982
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1212,0.5073501,0.28612835
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1304,0.50731361,0.2863341
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1030,0.5078561,0.28583648
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,844,0.50590672,0.28766809
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,751,0.50616548,0.28747567
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,12,0.50587955,0.28860768
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,936,0.50624621,0.28743946
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1122,0.50738013,0.28632246
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3440,0.50553434,0.28830916
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2231,0.50612651,0.28776173
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5859,0.5087327,0.28535606
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1396,0.50598766,0.288075
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,197,0.50714348,0.2875322
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8369,0.50658492,0.28763394
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8555,0.50793322,0.28625948
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8276,0.50593977,0.28827645
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1214,0.50865826,0.28584472
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1213,0.50907795,0.28537936
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,567,0.5079646,0.28717127
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1581,0.5094811,0.28512664
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1488,0.50758038,0.28704544
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8090,0.50659341,0.28793809
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3533,0.50650428,0.2882524
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,475,0.50735865,0.28803827
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,382,0.50697626,0.28845698
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,105,0.50891585,0.28656484
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,752,0.50759645,0.28719987
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,845,0.50805658,0.28677516
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5860,0.50812808,0.28677859
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1031,0.50802899,0.28687359
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,937,0.50845447,0.2865123
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,660,0.50943571,0.2856331
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1305,0.50792331,0.28714606
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8570,0.5066468,0.28844953
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1767,0.50970441,0.28556455
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1123,0.50866965,0.28669377
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1582,0.51001306,0.28534127
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1489,0.50871845,0.2867345
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8462,0.50918876,0.28625993
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2324,0.50863069,0.28695496
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2417,0.50761823,0.28798391
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1397,0.50887623,0.28677039
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,290,0.50963564,0.28663638
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6231,0.50940616,0.28633378
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6045,0.50950507,0.28622096
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5952,0.50842391,0.28731205
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1674,0.50945583,0.28631555
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,13,0.51026771,0.28643691
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5861,0.50958306,0.28628781
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1215,0.50996964,0.28591559
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,661,0.50852836,0.28730731
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1306,0.50825787,0.28760344
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,568,0.51061875,0.28594657
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3626,0.50879524,0.28709566
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1307,0.50959532,0.2863856
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,198,0.50805892,0.28862528
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,938,0.50949847,0.28658579
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1124,0.50868881,0.28736211
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2603,0.50935873,0.28675616
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1860,0.50961745,0.28675127
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1768,0.50980287,0.28660635
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,106,0.51016674,0.28696854
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,846,0.5107208,0.28576041
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,662,0.5091355,0.28736849
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6232,0.50851165,0.28800299
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5953,0.5091981,0.28738768
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,753,0.50822013,0.28831089
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1675,0.50884326,0.28770692
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6046,0.50874257,0.28788427
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2510,0.51058414,0.28621463
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1032,0.50886692,0.28793838
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6138,0.50915069,0.28771157
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6324,0.50790123,0.28901865
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1398,0.51060295,0.28634562
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1308,0.50999165,0.28699795
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,476,0.51108102,0.28659474
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5862,0.51121871,0.28582123
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,383,0.51021572,0.28749085
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1583,0.5108682,0.28623299
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3719,0.51091784,0.28613275
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1490,0.51017839,0.28688507
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1953,0.5102601,0.28688593
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1216,0.51056373,0.28664731
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6417,0.5096062,0.28763697
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,847,0.51109576,0.28617957
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,754,0.50919269,0.28810584
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1769,0.50884537,0.28855139
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,291,0.51103085,0.28705556
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2789,0.51139984,0.28602759
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2696,0.51068262,0.28676883
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6047,0.51081291,0.28665001
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5954,0.5114177,0.28605635
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6233,0.51025383,0.2872604
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1861,0.51004169,0.28753487
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1033,0.51066272,0.28694532
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6603,0.50975971,0.28783232
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6139,0.5120167,0.28566175
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,939,0.51104119,0.28670525
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6325,0.50915891,0.28858102
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,5863,0.51127606,0.28658552
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,755,0.51085922,0.28689512
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1399,0.50946106,0.28836885
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,848,0.50988866,0.28797307
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,8571,0.51062848,0.28726666
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1217,0.51042732,0.28746555
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1400,0.51050476,0.28743974
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1954,0.51188726,0.28611236
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1125,0.51078669,0.28718608
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,14,0.51036771,0.2885419
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,199,0.51033007,0.28843713
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6418,0.5098181,0.28829226
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,7347,0.51176158,0.28639565
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,569,0.51355356,0.28527313
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1676,0.50971945,0.28848332
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,663,0.51080755,0.28740198
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,2883,0.51334494,0.28499297
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1584,0.51162258,0.28668485
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1218,0.51277491,0.28559562
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1491,0.51288204,0.28552993
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1309,0.51272552,0.28569954
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6510,0.51071196,0.28771893
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,940,0.51175234,0.28672895
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1034,0.51118711,0.28731867
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3812,0.51240506,0.28612008
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,3905,0.5110633,0.28743813
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1862,0.51209375,0.28642443
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6604,0.50953379,0.2890664
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6140,0.51176928,0.28687463
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1770,0.51208113,0.28661099
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,6326,0.50958303,0.2890029
"3;24,24,48;1,24,5;1,1,1",120,8649,9300,1126,0.51191396,0.28686764
