topology,nb_roots,nb_proc,size,rank,communication_time,computation_time
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4641,0.54935488,0.29097836
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5240,0.54946071,0.29089976
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4871,0.54776491,0.29255822
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6924,0.54935286,0.2909921
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8121,0.54850138,0.2918491
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2748,0.54859994,0.29176946
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3699,0.54611007,0.29422543
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6656,0.54738465,0.29295882
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4428,0.54828563,0.29211177
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4223,0.55008291,0.29035723
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4962,0.54816174,0.29219566
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4688,0.54657563,0.29377101
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2745,0.54855077,0.29187482
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4869,0.54823554,0.29214011
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4606,0.54750946,0.29283695
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2652,0.54932924,0.29104423
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2226,0.54869653,0.2916976
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2381,0.54943986,0.29095224
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2653,0.54780288,0.29259651
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4608,0.54901066,0.29140364
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3882,0.5482941,0.29202834
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3948,0.54822877,0.29218277
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6926,0.54701475,0.29337802
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5241,0.54813631,0.29221155
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4513,0.54748001,0.29290536
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3789,0.54773162,0.29267718
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4312,0.54852752,0.29187361
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1856,0.54922006,0.29121069
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2212,0.54928315,0.29112914
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2567,0.54901393,0.29139783
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6593,0.54684292,0.29354694
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1858,0.54693276,0.29346825
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7487,0.54758921,0.29271113
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7434,0.54580224,0.29449024
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4251,0.54667313,0.29370478
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5841,0.54684206,0.29355353
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2201,0.54920031,0.29121418
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2115,0.54714866,0.29326426
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4132,0.54894858,0.29148517
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4457,0.5484227,0.29196951
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3397,0.54722405,0.29317809
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1855,0.54643647,0.29399318
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5704,0.54889922,0.2915147
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7986,0.54784422,0.29255163
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2114,0.54713445,0.29327217
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5796,0.54740896,0.29302493
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2214,0.54738178,0.29305799
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2027,0.54929508,0.29117463
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4130,0.54668783,0.29371715
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6690,0.54601645,0.29436339
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2655,0.54758653,0.29282987
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3396,0.54711439,0.29333828
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4067,0.54804998,0.29239315
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2746,0.54489217,0.29550015
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5611,0.54769638,0.292758
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3432,0.54640856,0.29400167
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2034,0.54601664,0.29434283
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2211,0.54854215,0.29188858
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4964,0.54781732,0.2926272
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8542,0.54876943,0.29167512
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4784,0.54845927,0.29197451
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2382,0.54766107,0.2927863
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8356,0.54798436,0.29245612
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3125,0.54605077,0.29439616
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7106,0.54803454,0.29242596
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1941,0.54677278,0.2936518
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7199,0.54845326,0.29201826
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5519,0.54821321,0.29228812
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1934,0.54694129,0.29348691
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3126,0.54797956,0.29253546
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4791,0.54862643,0.29184152
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4425,0.54657866,0.29390319
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2837,0.54745,0.29301238
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2485,0.54684025,0.29362181
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7486,0.54619977,0.29427105
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4697,0.54696209,0.29351199
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2570,0.54761206,0.29280408
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3433,0.54659176,0.2938193
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7893,0.54662658,0.29385138
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4731,0.54785714,0.29264183
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3249,0.54731103,0.2931798
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5949,0.54881447,0.2917279
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8263,0.54634376,0.29414658
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7402,0.54870424,0.29179671
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2568,0.54792848,0.29258174
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2853,0.54575348,0.29473482
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2579,0.54675576,0.29381712
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6572,0.54787538,0.29262619
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7329,0.54804352,0.29246376
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4730,0.54619151,0.29433182
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7664,0.54869562,0.29185836
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4794,0.54707813,0.2934673
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4783,0.54813263,0.29243171
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7021,0.5472226,0.29332844
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2303,0.5473782,0.2931939
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6685,0.54673204,0.29380371
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3973,0.54782729,0.29271995
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4342,0.54855672,0.29203974
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7852,0.54795138,0.29263236
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7708,0.54938267,0.29119431
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8077,0.5474393,0.29314162
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3949,0.54728299,0.29325565
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6043,0.54923203,0.29138862
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2752,0.54873842,0.29187226
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7524,0.54838774,0.29218502
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1853,0.54782808,0.2927558
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2473,0.54796002,0.29263764
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3765,0.54664948,0.29393551
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7617,0.54918287,0.29144703
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7853,0.54916649,0.29144542
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8173,0.54976417,0.29087755
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3399,0.54720011,0.2933957
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1947,0.55016287,0.29054064
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3884,0.54817708,0.2924663
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1937,0.55030739,0.29038784
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2290,0.54772116,0.29289858
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2030,0.54839423,0.29222485
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3791,0.5496161,0.29103883
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2029,0.54808867,0.29255631
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2836,0.54822326,0.29240377
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7855,0.547242,0.29337043
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6136,0.54719732,0.2934196
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4043,0.54875049,0.29190137
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6410,0.5469821,0.29358125
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7945,0.54719212,0.29344733
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7948,0.54795403,0.29267667
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3523,0.54741824,0.29323186
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6687,0.54653859,0.29402125
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7288,0.54791823,0.2926977
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5340,0.54836774,0.29225544
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4549,0.54788527,0.29277586
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4976,0.54807987,0.29250909
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1936,0.54799327,0.29262512
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6662,0.54755346,0.29307728
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6838,0.54738899,0.29326967
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6744,0.5488832,0.29176259
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6840,0.54771066,0.29294038
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6745,0.54815093,0.2925103
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4822,0.54818435,0.29250031
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6040,0.54797955,0.29265695
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5247,0.54908824,0.29158765
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5199,0.54821153,0.2924554
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3858,0.54663582,0.29403442
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2040,0.54779045,0.29286381
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6660,0.5467689,0.29382518
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3128,0.5478833,0.29282553
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4883,0.5486097,0.29207064
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6868,0.54906291,0.29161192
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6837,0.54738056,0.29329399
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5382,0.54849961,0.29220502
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6659,0.54690549,0.29371145
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6747,0.54656487,0.29411005
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4792,0.54933428,0.29134363
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5054,0.54904613,0.2916935
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2379,0.54909795,0.29162773
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7946,0.54641007,0.29416009
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5289,0.54594469,0.29472469
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4314,0.54760036,0.29310341
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2126,0.54778122,0.29286312
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4068,0.547519,0.29319945
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6133,0.54676623,0.29381442
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3158,0.54627718,0.29439397
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4968,0.54963659,0.29109556
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3065,0.54743139,0.29325682
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5157,0.54725692,0.29344208
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2659,0.5480725,0.29267405
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4875,0.54720203,0.29353471
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2394,0.55013978,0.29063761
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7052,0.5481069,0.29265314
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6927,0.54946168,0.29131096
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7525,0.54931284,0.29138886
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3706,0.54628106,0.29446612
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8357,0.54753138,0.29322324
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5158,0.54724949,0.29348146
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4458,0.54955343,0.2911552
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4417,0.5480899,0.2926506
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7802,0.54845516,0.29232479
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2121,0.54939807,0.29141925
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7618,0.54806658,0.29273708
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8264,0.54765263,0.29313182
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8399,0.54827043,0.29249803
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7668,0.54804761,0.29268846
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6779,0.54775006,0.29304055
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4315,0.54868374,0.29211873
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2580,0.54885812,0.29195804
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6688,0.54748208,0.29329277
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2118,0.54848682,0.29231736
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2293,0.54841674,0.29240797
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4781,0.54677422,0.29400627
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3216,0.5463489,0.29442266
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6777,0.54864567,0.29216497
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2292,0.54754361,0.29323354
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4429,0.54881009,0.29201598
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7328,0.5492898,0.29140794
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7291,0.54850056,0.29235149
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3342,0.54769306,0.29312904
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6225,0.54800467,0.29282642
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4343,0.54840037,0.29245289
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3038,0.5465702,0.29421413
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4733,0.54743959,0.29340605
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4607,0.54924437,0.29160438
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2764,0.54897881,0.2918416
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4516,0.5482899,0.29252658
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6776,0.5490136,0.29182394
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5840,0.54919091,0.29160022
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2311,0.54887233,0.29197782
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2590,0.54823659,0.29257382
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7290,0.54765816,0.29315653
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2468,0.5489652,0.29192329
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2565,0.54862486,0.29224442
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4514,0.54968007,0.29114288
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8543,0.54794,0.2928428
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5288,0.54917951,0.29166473
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7203,0.54822165,0.29261987
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7580,0.54910979,0.29177196
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7670,0.54732229,0.29354636
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4508,0.54857679,0.29228821
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5381,0.5470283,0.29383794
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2671,0.54775524,0.29315618
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7110,0.54872364,0.29218399
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4044,0.54810781,0.2928349
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4517,0.54870206,0.29222812
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2221,0.54785003,0.2930544
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4135,0.54853216,0.29239595
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4601,0.54689575,0.29401995
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3525,0.54799568,0.29294544
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5242,0.5483649,0.29256499
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6503,0.5470453,0.29388069
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7579,0.54907831,0.29189242
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3526,0.54812736,0.29283047
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5842,0.54968889,0.29123417
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3615,0.54957983,0.29140452
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3614,0.54878735,0.29218228
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6844,0.54810252,0.29280493
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7709,0.5502968,0.29068831
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6751,0.54798296,0.29296223
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4070,0.54835804,0.29260698
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4691,0.54842374,0.29255947
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4432,0.54818521,0.29279772
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5007,0.54854048,0.29242959
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4252,0.54925885,0.29167022
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4159,0.54731894,0.29364862
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5526,0.54779383,0.29322239
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2471,0.54783399,0.29316799
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4786,0.54853311,0.29245929
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4431,0.54930944,0.29175512
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7943,0.54793677,0.29304596
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2396,0.54976795,0.29129835
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5337,0.54827911,0.29268829
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4226,0.54687556,0.29413931
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3492,0.54912941,0.29187513
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4225,0.54813516,0.29288883
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2854,0.5469981,0.29403054
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3490,0.54808507,0.2929972
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2119,0.54886457,0.29215329
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4690,0.54821245,0.29282686
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7850,0.54780559,0.29312682
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3309,0.54554481,0.29544649
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7112,0.5489675,0.29207797
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7766,0.54654003,0.29445423
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3489,0.54764121,0.29341067
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2302,0.5471036,0.2939393
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7113,0.5481622,0.29284506
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2404,0.54926608,0.29178896
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8030,0.54902396,0.29203309
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5657,0.54856367,0.29247183
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7205,0.54843553,0.2926273
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7206,0.54814084,0.29290699
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2037,0.548816,0.29225105
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4642,0.54933937,0.29177089
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5750,0.54854367,0.29253258
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5244,0.54804999,0.29300116
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1945,0.54807017,0.29298575
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2582,0.54777736,0.29326246
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1944,0.54826476,0.2928086
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6592,0.54730224,0.29375809
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5335,0.54909356,0.29201511
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4134,0.54919693,0.29191254
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6322,0.54861894,0.29245593
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2470,0.54759237,0.29351744
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2223,0.54731342,0.29375865
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2224,0.54912838,0.29198499
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7024,0.54802457,0.29305608
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3581,0.54914701,0.29194738
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,8031,0.54831208,0.29278411
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6657,0.54762795,0.29344681
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6319,0.54864468,0.29247046
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5521,0.5460598,0.29499835
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2383,0.54778307,0.29326675
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4963,0.54834175,0.2927815
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2038,0.54790403,0.29320849
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7765,0.5490195,0.29208397
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3701,0.54808059,0.29303486
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4914,0.54835461,0.29275656
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7397,0.54806318,0.29297885
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7023,0.5492063,0.29190996
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3883,0.54950674,0.29166144
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3617,0.54849552,0.29265677
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4520,0.548434,0.29265297
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5338,0.54844452,0.29275426
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4870,0.54889175,0.29226609
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5245,0.54894543,0.29222311
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2747,0.54839222,0.29278995
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,6929,0.55034898,0.29083628
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7987,0.54784771,0.29329807
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,3790,0.54871157,0.29246354
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,1857,0.54829597,0.29289541
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2035,0.54912313,0.29205709
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2213,0.5500276,0.29119312
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5523,0.54806768,0.29310398
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5384,0.5485731,0.29250891
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,5429,0.5503484,0.2908275
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7295,0.54664279,0.29452188
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7894,0.54927182,0.29186065
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,7297,0.54866114,0.29252022
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,2116,0.55029746,0.29092687
"3;24,24,48;1,24,12;1,1,1",288,8649,9300,4228,0.54975912,0.29143791
